Title,Price,Image URL,Product URL,Description,SKU,Stock
Cubone,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/104-350x350.png,https://scrapeme.live/shop/Cubone/,"Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds.",3170,242 in stock
Marowak,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/105-350x350.png,https://scrapeme.live/shop/Marowak/,Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.,8681,295 in stock
Hitmonlee,£73.00,https://scrapeme.live/wp-content/uploads/2018/08/106-350x350.png,https://scrapeme.live/shop/Hitmonlee/,"Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.",6833,269 in stock
Hitmonchan,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/107-350x350.png,https://scrapeme.live/shop/Hitmonchan/,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,3499,163 in stock
Lickitung,£142.00,https://scrapeme.live/wp-content/uploads/2018/08/108-350x350.png,https://scrapeme.live/shop/Lickitung/,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",5903,291 in stock
Koffing,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/109-350x350.png,https://scrapeme.live/shop/Koffing/,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.",3303,110 in stock
Weezing,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/110-350x350.png,https://scrapeme.live/shop/Weezing/,"Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.",8429,117 in stock
Rhyhorn,£124.00,https://scrapeme.live/wp-content/uploads/2018/08/111-350x350.png,https://scrapeme.live/shop/Rhyhorn/,"Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.",8574,138 in stock
Rhydon,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/112-350x350.png,https://scrapeme.live/shop/Rhydon/,"Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.",4900,73 in stock
Chansey,£176.00,https://scrapeme.live/wp-content/uploads/2018/08/113-350x350.png,https://scrapeme.live/shop/Chansey/,"Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",8548,151 in stock
Tangela,£64.00,https://scrapeme.live/wp-content/uploads/2018/08/114-350x350.png,https://scrapeme.live/shop/Tangela/,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",3530,91 in stock
Kangaskhan,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/115-350x350.png,https://scrapeme.live/shop/Kangaskhan/,"If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",7268,35 in stock
Horsea,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/116-350x350.png,https://scrapeme.live/shop/Horsea/,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",1885,88 in stock
Seadra,£51.00,https://scrapeme.live/wp-content/uploads/2018/08/117-350x350.png,https://scrapeme.live/shop/Seadra/,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",2148,45 in stock
Goldeen,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/118-350x350.png,https://scrapeme.live/shop/Goldeen/,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",3144,117 in stock
Seaking,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/119-350x350.png,https://scrapeme.live/shop/Seaking/,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,9260,226 in stock
Staryu,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/120-350x350.png,https://scrapeme.live/shop/Staryu/,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",7802,292 in stock
Starmie,£176.00,https://scrapeme.live/wp-content/uploads/2018/08/121-350x350.png,https://scrapeme.live/shop/Starmie/,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,7984,283 in stock
Mr-mime,£144.00,https://scrapeme.live/wp-content/uploads/2018/08/122-350x350.png,https://scrapeme.live/shop/Mr-mime/,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",9469,105 in stock
Scyther,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/123-350x350.png,https://scrapeme.live/shop/Scyther/,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",5181,139 in stock
Jynx,£138.00,https://scrapeme.live/wp-content/uploads/2018/08/124-350x350.png,https://scrapeme.live/shop/Jynx/,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",1615,197 in stock
Electabuzz,£125.00,https://scrapeme.live/wp-content/uploads/2018/08/125-350x350.png,https://scrapeme.live/shop/Electabuzz/,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",7699,63 in stock
Magmar,£130.00,https://scrapeme.live/wp-content/uploads/2018/08/126-350x350.png,https://scrapeme.live/shop/Magmar/,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",8655,16 in stock
Pinsir,£141.00,https://scrapeme.live/wp-content/uploads/2018/08/127-350x350.png,https://scrapeme.live/shop/Pinsir/,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",2091,29 in stock
Tauros,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/128-350x350.png,https://scrapeme.live/shop/Tauros/,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",2149,298 in stock
Magikarp,£43.00,https://scrapeme.live/wp-content/uploads/2018/08/129-350x350.png,https://scrapeme.live/shop/Magikarp/,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",6706,126 in stock
Gyarados,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/130-350x350.png,https://scrapeme.live/shop/Gyarados/,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",9629,100 in stock
Lapras,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/131-350x350.png,https://scrapeme.live/shop/Lapras/,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",7759,89 in stock
Ditto,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/132-350x350.png,https://scrapeme.live/shop/Ditto/,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",5061,177 in stock
Eevee,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/133-350x350.png,https://scrapeme.live/shop/Eevee/,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,3593,234 in stock
Vaporeon,£147.00,https://scrapeme.live/wp-content/uploads/2018/08/134-350x350.png,https://scrapeme.live/shop/Vaporeon/,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,5437,226 in stock
Jolteon,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/135-350x350.png,https://scrapeme.live/shop/Jolteon/,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",4119,37 in stock
Flareon,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/136-350x350.png,https://scrapeme.live/shop/Flareon/,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",8149,142 in stock
Porygon,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/137-350x350.png,https://scrapeme.live/shop/Porygon/,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,7940,156 in stock
Omanyte,£162.00,https://scrapeme.live/wp-content/uploads/2018/08/138-350x350.png,https://scrapeme.live/shop/Omanyte/,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",4569,13 in stock
Omastar,£61.00,https://scrapeme.live/wp-content/uploads/2018/08/139-350x350.png,https://scrapeme.live/shop/Omastar/,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",3283,249 in stock
Kabuto,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/140-350x350.png,https://scrapeme.live/shop/Kabuto/,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",9584,187 in stock
